,URUTAN,BULAN,KOTA MEULABOH,KOTA BANDA ACEH,KOTA LHOKSEUMAWE,KOTA SIBOLGA,KOTA PEMATANG SIANTAR,KOTA MEDAN,KOTA PADANGSIDIMPUAN,KOTA PADANG,KOTA BUKITTINGGI,TEMBILAHAN,KOTA PEKANBARU,KOTA DUMAI,BUNGO,KOTA JAMBI,KOTA PALEMBANG,KOTA LUBUKLINGGAU,KOTA BENGKULU,KOTA BANDAR LAMPUNG,KOTA METRO,TANJUNG PANDAN,KOTA PANGKAL PINANG,KOTA BATAM,KOTA TANJUNG PINANG,DKI JAKARTA,KOTA BOGOR,KOTA SUKABUMI,KOTA BANDUNG,KOTA CIREBON,KOTA BEKASI,KOTA DEPOK,KOTA TASIKMALAYA,CILACAP,PURWOKERTO,KUDUS,KOTA SURAKARTA,KOTA SEMARANG,KOTA TEGAL,KOTA YOGYAKARTA,JEMBER,BANYUWANGI,SUMENEP,KOTA KEDIRI,KOTA MALANG,KOTA PROBOLINGGO,KOTA MADIUN,KOTA SURABAYA,KOTA TANGERANG,KOTA CILEGON,KOTA SERANG,SINGARAJA,KOTA DENPASAR,KOTA MATARAM,KOTA BIMA,MAUMERE,KOTA KUPANG,KOTA PONTIANAK,KOTA SINGKAWANG,SAMPIT,KOTA PALANGKA RAYA,TANJUNG,KOTA BANJARMASIN,KOTA BALIKPAPAN,KOTA SAMARINDA,KOTA TARAKAN,KOTA MANADO,KOTA PALU,BULUKUMBA,WATAMPONE,KOTA MAKASSAR,KOTA PARE-PARE,KOTA PALOPO,KOTA KENDARI,KOTA BAU-BAU,KOTA GORONTALO,MAMUJU,KOTA AMBON,KOTA TUAL,KOTA TERNATE,MANOKWARI,KOTA SORONG,MERAUKE,KOTA JAYAPURA
10,10,2014-11-01,-0.37,-0.5,-0.22,0.29,-0.61,-0.42,-0.23,-2.17,-0.17,-1.22,0.01,0.46,-0.52,-0.69,0.16,3.92,-0.05,-0.31,-0.1,0.49,-0.07,-0.38,-0.08,-0.05,0.13,0.1,-0.04,0.44,-0.25,-0.25,0.2,-0.46,-0.05,-0.21,0.3,0.31,0.01,0.29,-0.4,-0.27,0.91,-0.29,-0.09,-0.23,-0.21,-0.07,0.06,0.07,-0.32,0.43,-0.23,0.06,-0.06,0.13,0.5,0.27,0.24,0.01,-0.24,0.73,0.02,0.67,-0.22,-0.21,-0.07,-0.07,-0.13,-0.23,0.13,-0.36,-0.94,0.04,0.19,0.38,-0.16,1.82,0.47,0.06,0.0,0.37,0.06,-0.08
11,11,2014-12-01,0.07,0.64,0.56,0.34,0.84,1.6,1.1,0.38,0.21,1.7,0.26,0.63,0.43,0.43,0.76,3.16,-0.1,0.19,0.14,-0.17,1.31,1.69,0.93,0.57,0.25,-0.12,0.09,-0.1,0.83,0.15,0.48,0.12,0.68,0.93,-0.02,0.38,0.71,0.52,0.57,1.36,0.2,1.3,0.36,1.21,1.01,1.17,0.43,0.25,0.45,2.15,0.64,1.06,0.43,0.14,1.24,0.7,-0.55,0.81,0.18,0.06,1.12,-0.04,-0.05,1.16,-0.86,-0.09,0.15,1.24,0.44,0.12,1.48,5.29,-0.01,0.85,0.16,2.29,1.41,1.21,-0.08,0.24,0.29,0.64
12,12,2015-01-01,0.46,1.18,0.94,0.51,1.15,0.99,0.92,1.36,0.65,1.31,0.39,0.73,0.73,0.76,0.47,0.38,0.85,0.41,0.42,0.27,0.33,1.3,1.91,1.48,0.2,0.0,0.07,0.41,0.64,0.3,0.68,1.33,1.27,0.67,0.14,0.42,0.73,0.76,1.92,1.26,1.24,0.79,0.62,2.23,0.86,1.21,0.54,0.45,1.17,0.31,0.45,1.76,0.24,0.14,0.84,0.33,0.24,0.79,2.14,0.72,0.76,0.26,0.1,0.45,0.59,0.3,1.16,0.71,0.74,0.41,-0.92,0.76,0.4,0.71,1.52,4.66,2.3,0.14,-0.23,0.63,0.68,0.85
13,13,2015-02-01,0.65,0.08,0.11,0.49,0.38,0.13,0.33,0.94,0.04,-0.1,0.17,0.37,0.62,0.22,0.95,0.7,0.13,1.46,-0.11,0.05,0.47,-0.26,1.33,0.67,-0.26,-0.15,0.66,0.44,0.71,0.23,0.69,0.58,0.42,0.74,0.25,0.18,0.67,0.53,0.15,0.16,0.23,0.11,0.88,1.46,1.13,0.73,0.04,-0.04,0.54,0.22,0.55,0.08,0.07,0.32,-0.11,0.46,1.33,0.56,3.27,0.37,0.79,0.63,-0.14,0.31,0.52,0.52,0.1,1.12,-0.03,0.17,0.05,0.9,0.16,1.1,1.09,-0.01,3.05,0.0,-0.04,0.63,0.57,0.52
14,14,2015-03-01,-0.31,-0.32,0.19,-0.17,-0.03,0.15,-0.5,0.48,0.02,-0.32,0.04,-0.31,-0.06,-0.22,0.28,0.15,-0.22,0.93,0.28,0.07,0.05,-0.42,0.23,-0.35,0.08,-0.24,0.79,-0.2,-0.52,-0.13,0.19,0.02,-0.16,0.05,0.17,0.19,-0.11,0.43,0.38,-0.14,-0.23,-0.03,0.08,0.63,-0.09,-0.12,-0.34,0.39,0.01,0.73,-0.05,0.15,0.22,-0.06,-0.11,-0.1,0.49,-0.17,-0.01,-0.26,-0.02,-2.17,-1.94,-0.12,-0.37,-0.14,-0.26,0.29,-0.1,0.39,1.21,0.09,0.52,1.15,0.12,-2.11,1.65,1.33,-0.01,0.1,-0.34,-0.08
15,15,2015-04-01,0.51,0.21,0.09,0.63,0.11,0.39,0.04,0.26,0.18,0.02,0.26,0.01,0.1,0.09,1.43,0.12,0.01,0.01,0.18,0.27,0.14,0.06,0.87,0.25,0.1,0.09,0.1,0.1,0.3,0.07,0.63,0.32,0.21,0.22,0.08,0.13,0.1,0.28,0.11,0.21,0.01,-0.05,0.25,0.36,0.01,0.31,-0.27,0.22,0.39,0.67,0.17,0.01,0.08,0.02,0.61,0.32,0.83,1.08,0.21,0.24,0.19,0.37,0.12,0.01,-0.03,0.55,0.29,-0.04,0.09,0.55,-1.38,1.12,0.04,0.47,0.12,-0.27,-0.57,0.85,0.41,0.41,0.01,0.24
16,16,2015-05-01,0.15,0.44,0.22,0.61,-0.06,-0.65,0.61,0.16,-0.11,0.19,0.07,0.04,-0.23,0.37,0.22,0.58,0.24,0.05,0.9,0.38,-0.03,0.06,0.25,0.3,0.19,0.08,0.03,0.17,0.38,-0.41,0.01,0.24,0.16,0.89,0.11,0.24,0.43,0.97,0.48,0.3,0.2,0.06,0.35,0.25,0.46,0.39,0.61,0.87,0.32,1.01,0.31,0.37,0.13,0.75,0.75,0.79,0.79,1.29,0.1,0.17,0.31,0.07,0.29,0.7,0.09,0.47,0.09,0.06,0.11,0.5,-0.39,0.0,-0.02,0.29,0.5,2.53,1.84,0.3,0.0,0.17,0.38,0.23
17,17,2015-06-01,0.22,2.99,1.68,0.65,0.07,0.78,0.95,0.32,1.14,0.44,0.01,1.21,0.21,0.04,0.25,0.97,0.74,0.14,1.89,-0.19,-0.09,0.23,0.09,-0.26,0.17,0.1,0.38,-0.19,0.8,-0.39,0.12,0.22,0.14,0.84,0.3,0.36,0.36,0.68,0.15,0.48,0.8,0.05,0.66,1.17,0.74,0.39,0.27,0.59,0.65,1.64,-0.19,0.12,0.08,0.2,0.66,1.23,0.1,0.57,0.35,1.2,0.06,0.62,1.3,0.36,0.07,0.29,0.41,0.7,0.56,0.08,0.41,0.71,0.47,0.17,0.84,2.41,1.74,0.84,0.11,-0.4,0.24,0.28
18,18,2015-07-01,1.72,0.04,0.2,0.22,-0.02,-0.75,2.75,-0.16,1.28,-0.13,0.45,0.79,-0.16,-0.5,0.16,3.24,1.94,0.18,3.02,0.5,0.69,-0.37,0.48,0.23,0.33,-0.12,0.28,1.79,0.97,0.33,0.38,0.05,-0.03,0.72,-0.15,0.45,1.08,0.51,-0.56,1.51,0.66,-0.15,-0.36,0.97,0.44,0.29,-0.05,0.05,-0.31,0.0,0.13,0.82,-0.05,-0.13,3.1,0.79,1.5,0.36,0.7,1.13,0.14,-0.39,0.88,0.25,-0.79,-0.02,0.41,3.84,0.44,0.19,-0.91,0.09,0.37,2.04,0.77,2.05,1.15,0.27,0.37,1.0,0.76,0.39
19,19,2015-08-01,-0.64,-0.94,-0.24,0.01,0.6,0.37,-0.33,-0.55,-0.01,-0.38,-0.1,-0.15,-0.19,0.37,0.6,-0.07,0.15,0.31,-0.13,-0.64,-0.4,0.22,-0.13,0.01,0.13,0.07,-0.12,-0.29,-0.19,-0.15,0.83,0.19,-0.05,-0.17,0.1,-0.06,-0.16,0.6,0.02,-0.03,0.04,-0.09,-0.27,-0.74,0.26,0.06,-0.49,0.3,0.01,1.52,0.61,0.01,-0.2,0.12,-0.51,0.38,0.73,-0.88,-0.04,-0.16,-0.05,-0.13,0.2,0.11,-0.25,-0.09,-0.41,-0.18,-0.09,-0.24,-0.28,0.01,0.05,-0.45,0.12,-0.26,0.09,1.46,-0.32,0.2,-0.02,0.01
20,20,2015-09-01,0.46,1.81,0.41,0.57,0.32,0.64,0.85,1.61,0.56,0.73,0.49,1.23,1.01,0.55,1.02,0.06,0.2,0.38,0.03,0.37,1.5,0.94,0.15,1.23,0.22,0.33,0.24,0.38,1.59,0.41,0.24,0.09,0.92,0.83,0.16,0.35,0.9,1.08,1.03,1.44,0.91,1.02,1.1,1.28,0.99,1.03,0.32,1.19,0.66,0.45,1.73,1.63,0.87,0.11,0.11,0.47,0.16,0.77,0.85,0.67,0.81,0.55,0.35,0.07,1.38,-0.05,0.33,0.65,-0.02,0.55,1.92,0.42,0.4,1.58,0.35,-0.08,0.08,0.23,0.62,0.2,-0.05,0.83
21,21,2015-10-01,0.42,-0.22,0.19,0.12,0.24,0.26,-0.09,-0.19,0.02,0.77,-0.04,0.31,0.27,0.22,0.09,-0.02,0.44,0.42,-0.03,0.09,-0.11,-0.27,0.2,0.75,0.02,0.28,0.04,0.74,-0.04,-0.08,1.3,-0.04,0.05,0.09,0.17,-0.07,-0.27,-0.05,-0.35,0.03,0.01,-0.47,0.01,-0.01,-0.27,-0.18,0.56,0.09,-0.09,0.31,-0.09,0.03,0.19,-0.06,0.46,1.11,0.82,0.27,0.04,0.94,0.11,0.56,1.02,-0.13,0.25,0.39,0.1,0.07,-0.03,-0.13,-0.28,0.24,0.06,0.14,0.98,-0.2,1.07,0.55,-0.02,0.5,0.63,0.25
22,22,2015-11-01,-0.73,-0.83,-0.6,-0.49,-0.47,0.44,-0.66,-1.06,-0.47,-0.62,-0.23,0.71,-0.66,-0.85,0.14,-0.22,-0.45,-0.39,-0.04,-0.12,0.11,-0.97,0.09,0.16,-0.06,0.22,-0.16,-0.74,-0.84,-0.2,0.09,0.05,-0.67,-0.5,1.17,-0.19,-0.34,-0.25,-0.69,-1.68,-0.87,-0.47,-1.89,-1.24,-0.54,-1.01,-0.5,0.05,-0.5,0.51,0.19,-0.31,0.25,-0.24,1.48,-0.01,0.45,-0.04,0.01,-0.27,-0.19,0.12,-0.23,-0.22,-1.25,-0.14,0.02,-0.33,0.01,0.39,0.03,0.51,-0.07,0.72,0.06,0.09,-0.43,0.53,0.0,0.7,0.09,-0.23
23,23,2015-12-01,-0.27,-0.19,-0.42,0.96,6.7,0.53,-0.31,-0.42,-0.34,-0.28,0.01,0.21,-0.09,-0.64,-0.01,0.03,0.24,0.05,0.45,0.22,-0.07,0.04,0.13,0.38,0.13,0.23,0.27,-0.24,-0.72,-0.13,1.07,0.04,-0.18,-0.41,0.03,-0.15,-0.24,0.19,-0.25,-0.66,-0.33,-0.1,-0.01,-0.59,0.25,-0.61,0.61,0.18,-0.2,0.12,-0.24,0.03,-0.15,0.29,-1.06,0.53,0.17,-0.23,-0.33,1.4,0.09,-0.55,0.65,0.38,-0.03,0.38,0.07,-0.03,-0.13,0.13,-0.5,-0.49,0.14,0.08,0.79,1.01,0.06,0.13,0.0,1.84,0.15,0.09
24,24,2016-01-01,-0.03,0.39,0.17,0.79,-0.92,0.2,0.48,-0.13,0.28,0.18,0.38,0.28,0.22,0.22,0.13,-0.28,0.39,0.45,0.15,0.1,0.46,0.14,-0.08,0.28,0.03,-0.07,-0.24,0.0,0.52,0.2,0.03,0.27,0.22,0.16,0.1,-0.07,0.2,0.57,0.69,1.03,0.17,1.1,1.68,1.33,0.29,0.25,-0.54,0.05,0.42,0.68,2.11,0.25,0.42,0.67,-0.52,0.18,0.78,0.3,-0.03,1.29,0.09,0.61,0.55,0.08,0.18,0.13,-0.18,0.23,0.67,-0.52,-0.07,0.44,0.02,-0.23,0.57,-0.39,0.92,-0.05,0.2,-0.06,0.13,0.26
25,25,2016-02-01,0.48,0.42,0.39,0.54,0.06,1.33,0.89,1.39,0.57,0.37,0.38,-0.32,0.59,0.43,0.12,0.26,0.36,0.11,0.31,0.12,0.38,0.75,0.96,1.18,0.21,0.04,-0.32,0.22,0.53,0.27,0.08,0.5,0.38,0.64,0.07,0.01,0.35,0.72,0.74,0.95,0.75,0.56,0.99,1.23,0.88,0.87,0.46,0.18,0.72,0.45,1.08,0.8,0.54,0.58,0.84,0.25,0.08,0.3,0.46,0.46,0.14,0.34,0.41,0.08,0.47,0.06,0.34,1.22,0.43,0.88,1.45,0.02,0.19,0.5,0.11,0.65,0.29,0.31,0.01,-1.82,0.11,0.64
26,26,2016-03-01,0.6,1.09,0.44,0.26,0.42,0.9,0.28,0.42,0.41,0.89,0.23,-0.01,0.98,-0.55,0.56,0.26,0.53,0.15,0.15,0.03,0.63,0.52,-0.17,0.93,0.12,0.32,0.33,0.64,0.36,0.31,0.42,0.32,0.5,0.67,0.34,0.22,0.47,0.58,0.97,2.01,0.48,0.26,0.56,0.72,0.51,0.59,0.6,-0.33,0.52,1.26,0.3,0.69,0.72,0.14,0.42,-0.23,0.16,0.27,0.15,0.53,0.27,-0.04,0.44,0.9,0.24,0.05,0.16,0.51,0.39,0.32,1.33,1.45,0.17,0.46,0.15,0.48,0.52,0.13,0.0,-0.52,0.06,0.55
27,27,2016-04-01,0.1,0.55,-0.04,0.25,0.0,0.19,0.15,-0.02,0.25,0.04,0.1,0.0,0.39,0.15,0.29,-0.32,0.1,0.36,0.2,0.19,0.92,0.01,-0.41,0.27,0.09,0.01,0.22,0.0,0.4,-0.02,0.3,0.01,-0.07,0.14,0.44,-0.02,0.17,0.07,-0.01,-0.14,0.02,-0.01,0.21,0.12,0.23,0.15,0.3,0.65,0.01,0.56,0.86,0.22,0.03,0.08,0.81,0.12,-0.11,0.13,0.39,0.56,1.94,-0.14,0.62,0.14,-0.02,0.14,0.14,0.01,0.16,0.15,0.86,0.13,0.03,0.04,0.18,0.32,0.0,0.24,0.04,0.01,-0.02,0.22
28,28,2016-05-01,0.24,1.07,0.93,0.67,0.44,0.55,0.85,0.71,0.4,0.36,0.49,-0.28,1.32,0.14,1.28,0.28,0.59,0.38,0.11,-0.27,0.28,0.59,0.79,0.12,0.21,0.0,0.12,0.34,1.45,0.27,0.02,0.59,0.64,0.51,-0.03,0.26,0.65,0.53,1.31,0.75,0.45,0.39,0.94,0.76,0.48,1.05,-0.16,0.38,0.43,0.59,0.39,0.38,0.46,0.14,1.1,-0.14,1.25,0.45,0.37,0.73,0.48,0.48,0.03,-0.02,-0.08,0.17,-0.15,0.01,0.51,0.49,0.31,0.0,0.28,0.07,0.87,0.61,0.08,0.14,-0.25,1.49,0.51,0.44
29,29,2016-06-01,0.13,3.01,2.19,0.27,1.39,1.37,1.83,0.3,0.15,1.12,0.26,-0.03,0.19,0.85,2.42,0.36,1.61,0.57,2.23,0.82,3.78,0.21,0.18,0.87,0.23,0.14,0.63,1.9,0.22,0.89,0.09,0.94,-0.05,0.81,0.01,0.11,0.49,0.43,0.37,0.74,1.17,0.37,0.3,0.98,0.36,0.55,0.09,2.21,0.78,1.48,0.07,0.94,0.22,0.1,-0.06,0.04,0.07,0.7,0.44,0.84,0.17,0.07,4.16,0.32,0.28,0.84,1.08,1.06,0.3,2.87,-0.92,0.0,0.52,3.6,0.81,3.14,0.31,0.1,-1.09,0.15,0.56,0.7
30,30,2016-07-01,0.69,0.71,0.92,0.8,0.47,0.48,0.43,0.35,0.6,1.35,0.38,-0.09,2.84,0.49,0.62,0.41,0.18,0.18,-0.29,0.63,0.96,0.24,1.68,0.61,0.3,0.11,0.02,0.65,-0.72,0.72,0.72,1.06,0.69,0.58,0.52,0.22,0.35,0.54,0.47,0.95,0.66,0.4,1.5,0.33,0.57,0.68,-0.73,1.6,0.56,0.41,0.04,1.83,0.69,0.07,0.2,0.37,-0.03,0.86,0.42,0.89,0.19,0.27,0.01,0.37,1.01,0.18,0.64,0.79,0.42,0.01,0.5,0.07,0.81,8.16,0.48,0.63,0.54,0.25,-0.01,1.34,0.1,0.44
31,31,2016-08-01,1.23,-0.58,-0.29,0.02,1.97,1.03,-0.57,0.14,0.06,0.16,0.33,-0.13,0.51,0.53,0.49,-0.26,0.62,0.89,-0.08,-0.05,0.03,0.0,0.51,0.89,-0.03,-0.09,0.03,0.05,0.29,0.07,0.37,0.62,0.21,0.11,0.05,0.06,0.26,0.13,0.52,1.08,0.17,0.04,0.1,-0.29,0.29,0.5,0.27,1.71,0.01,0.1,0.43,0.4,0.66,0.23,-0.37,0.21,-0.04,0.2,0.1,0.17,0.04,0.4,0.33,0.06,0.11,0.01,0.27,-0.33,-0.04,0.11,0.94,0.01,-0.06,-0.47,0.33,0.4,0.75,1.06,0.87,-0.13,0.41,0.4
32,32,2016-09-01,-0.49,0.07,0.57,-0.2,0.29,-0.16,-0.06,-0.1,-0.02,0.12,-0.02,-0.07,0.93,-0.49,0.58,0.1,-0.03,0.4,0.03,-0.36,0.37,-0.11,0.62,-0.02,0.08,-0.24,0.29,-0.02,0.48,0.09,0.14,0.04,0.01,0.13,0.08,-0.03,-0.56,0.46,0.11,-0.01,-0.11,-0.03,-0.05,-0.17,-0.01,0.1,0.22,0.22,-0.02,0.33,1.0,1.23,-0.08,0.14,0.77,0.0,0.14,0.04,-0.03,0.24,-0.04,0.07,0.75,0.03,-0.01,0.01,0.26,-0.15,-0.04,0.14,2.11,-0.42,0.04,0.22,0.42,0.07,-0.32,0.32,0.34,0.18,0.07,0.13
